id,region,name,majors_in_icis_npdes,non_majors_in_icis_npdes,major_pollutant_loadings,non_major_pollutant_loadings,major_pollutant_loadings_percentage,non_majors_pollutant_loadings,major_pollutants_pounds,non_major_total_pollutants_pounds,major_toxic_weighted_pounds,non_major_toxic_weighted_pounds,date,
20,4,Kentucky,139,1577,137,1520,99,96,333589225,400785000,622228,178631,1/1/16,
21,6,Louisiana,238,1115,236,931,99,83,8099681140,386808025,631150,1862215,1/1/16,
22,1,Maine,75,340,70,189,93,56,78845693,1711147,16409,84589,1/1/16,
23,9,Mariana Islands,2,4,2,3,100,75,551044,634,124,1,1/1/16,
24,3,Maryland,95,455,82,403,86,89,151929721,114739320,265248,35980,1/1/16,
25,1,Massachusetts,123,117,119,105,97,90,2525043192,70266246,210788,24891,1/1/16,
26,5,Michigan,203,439,193,351,95,80,940601997,1767030063,85800566,235461,1/1/16,
27,5,Minnesota,102,649,99,205,97,32,2117938269,8335021,268093,262,1/1/16,
28,4,Mississippi,92,1196,92,1125,100,94,45747018,252821212,35786,24198,1/1/16,
29,7,Missouri,180,2798,178,2532,99,90,348841943,4576117279,1362138,20285595,1/1/16,
30,8,Montana,34,165,34,154,100,93,97379962,42926440,10950,4296,1/1/16,
31,7,Nebraska,51,648,50,575,98,89,320314823,13923227535,31826,3176249,1/1/16,
32,9,Nevada,14,103,11,84,79,82,536576252,97295852,599056,12007,1/1/16,
33,1,New Hampshire,48,35,47,34,98,97,207084979,556008,16952,625,1/1/16,
34,2,New Jersey,133,282,132,233,99,83,288017155,7325565,152667,3568,1/1/16,
35,6,New Mexico,36,95,36,92,100,97,161160741,10568346,381553,61420,1/1/16,
36,2,New York,320,1270,316,1064,99,84,654277263,200113499,1955082,30587,1/1/16,
37,4,North Carolina,227,1246,219,934,96,75,144038158,3779349973,95460,136044,1/1/16,
38,8,North Dakota,24,85,24,77,100,91,111203448,25088937,812165,534,1/1/16,
39,5,Ohio,294,3143,293,3045,100,97,4902642770,991586439,358601,137129,1/1/16,
40,6,Oklahoma,105,371,104,368,99,99,184183956,1201538692,35237,19692,1/1/16,
41,10,Oregon,74,286,66,169,89,59,43130593,41511,28422,500,1/1/16,
42,3,Pennsylvania,406,4798,397,2284,98,48,1954458246,660290038,58291807044,485762,1/1/16,
43,2,Puerto Rico,81,167,81,158,100,95,352728088,24719288,1119928,123882,1/1/16,
44,1,Rhode Island,23,56,23,51,100,91,12138585,4545635,12355,2327,1/1/16,
45,4,South Carolina,168,244,159,225,95,92,77460251,5776876,110155,256320,1/1/16,
46,8,South Dakota,23,256,23,228,100,89,17408868,32832930,3919,1160,1/1/16,
47,4,Tennessee,162,1005,161,734,99,73,1403129102,100074109,483911,42294,1/1/16,
48,6,Texas,734,2427,690,1995,94,82,19396163551,3438967873,1224357,1229227,1/1/16,
49,8,Utah,43,136,41,86,95,63,429561026,212604481,454658,5715,1/1/16,
50,1,Vermont,34,209,34,134,100,64,10519594,1298582,11376,2454,1/1/16,
51,2,Virgin Islands,7,62,7,54,100,87,15844015,146865310,2460,948,1/1/16,
52,3,Virginia,149,911,136,846,91,93,353530371,104028501,100690,6242,1/1/16,
53,10,Washington,76,373,66,239,87,64,18314545,9879939,11459,2888,1/1/16,
54,3,West Virginia,91,1966,89,1710,98,87,1112592771,1436313188,746279,1049864,1/1/16,
55,5,Wisconsin,129,1121,128,560,99,50,158712527,138342,86640,9,1/1/16,
56,8,Wyoming,24,887,24,831,100,94,23479486,27300294864,2993,2327002657,1/1/16,
0,4,Alabama,177,1266,175,1137,99,90,1629320929,850892668,593720,14518771,1/1/17,
1,10,Alaska,41,44,33,32,80,73,76080225,2263243,36068,1121,1/1/17,
2,9,American Samoa,4,2,4,1,100,50,15326092,25699,1093,1,1/1/17,
3,9,Arizona,75,107,67,100,89,93,719624774,30136816,79268,1326,1/1/17,
4,6,Arkansas,114,683,114,680,100,100,431413970,38051615,128773,9272,1/1/17,
5,9,California,246,239,230,211,93,88,2934363299,263292799,56357587,550903,1/1/17,
6,8,Colorado,127,443,120,279,94,63,405754200,345347042,74338,6186,1/1/17,
7,1,Connecticut,89,66,89,64,100,97,148896340,58362256,746649,2352,1/1/17,
8,3,Delaware,18,33,17,29,94,88,7350022,1577852,328202,917,1/1/17,
9,3,District Of Columbia,4,6,4,4,100,67,8663069,118265,4010,113,1/1/17,
10,4,Florida,408,280,173,243,42,87,3670067336,187890811,493679,230300,1/1/17,
11,4,Georgia,208,591,201,485,97,82,200759978,12657581,154217,7282,1/1/17,
12,9,Guam,5,14,5,13,100,93,4703819,6919762,131519,9395,1/1/17,
13,6,Gulf Of Mexico,,1,,0,,0,,,,,1/1/17,
14,9,Hawaii,18,356,17,44,94,12,9823193,5604600,40643,4933,1/1/17,
15,10,Idaho,39,128,38,111,97,87,96887063,15643099,16931,4403,1/1/17,
16,5,Illinois,270,1282,270,1201,100,94,749287326,228696909,1696564,97957,1/1/17,
17,5,Indiana,197,10016,197,1167,100,12,1986082004,122110210,1760823,57869,1/1/17,
18,7,Iowa,141,1501,140,1181,99,79,93496523,172366275,51355,17320,1/1/17,
19,7,Kansas,64,1323,62,685,97,52,175669114,57078376,51869,4492,1/1/17,
20,4,Kentucky,139,1496,137,1456,99,97,398293889,275130134,1280131,116279,1/1/17,
21,6,Louisiana,240,1086,239,983,100,91,6442137802,432520641,5750254,1774248,1/1/17,
22,1,Maine,74,333,70,189,95,57,87301061,1392521,15908,3373,1/1/17,
23,9,Mariana Islands,2,4,2,2,100,50,699283,286,109,0,1/1/17,
24,3,Maryland,94,427,81,378,86,89,55030245,103478671,48139,21606,1/1/17,
25,1,Massachusetts,123,109,119,101,97,93,19574824971,3892800,19625566,8734,1/1/17,
26,5,Michigan,203,438,193,350,95,80,1033469331,659135736,412886,185716,1/1/17,
27,5,Minnesota,102,641,99,205,97,32,2071954680,5169263,202203,392,1/1/17,
28,4,Mississippi,92,1185,92,1115,100,94,45356727,149413401,37932,4521720,1/1/17,
29,7,Missouri,181,2731,180,2401,99,88,2363300022,8346049469,1130591,16145372,1/1/17,
30,8,Montana,34,162,34,151,100,93,94512673,22061929,14435,3111,1/1/17,
31,7,Nebraska,51,643,50,571,98,89,338916322,4403423933,1100138,170356,1/1/17,
32,9,Nevada,14,97,10,81,71,84,541541694,159169720,164099,12301,1/1/17,
33,1,New Hampshire,48,32,47,32,98,100,270225925,637580,31196,525,1/1/17,
34,2,New Jersey,133,337,132,306,99,91,326220204,19827061,180238,2548,1/1/17,
35,6,New Mexico,34,92,34,90,100,98,36429531,9295872,54975367,8486742,1/1/17,
36,2,New York,321,1276,316,1066,98,84,1029670561,257588216,2121462,110701,1/1/17,
37,4,North Carolina,227,1231,217,918,96,75,118290259,4275504615,37821,426119,1/1/17,
38,8,North Dakota,24,81,24,78,100,96,65454350,43777169,214294,3650831,1/1/17,
39,5,Ohio,293,3137,290,3043,99,97,4701511387,2025069984,273962,102828,1/1/17,
40,6,Oklahoma,105,368,103,366,98,99,359980179,1144469698,205532,31239,1/1/17,
41,10,Oregon,74,284,66,194,89,68,46084513,498607,27181,451,1/1/17,
42,3,Pennsylvania,405,5324,400,2729,99,51,2054405466,1483766442,56553221438,617596,1/1/17,
43,2,Puerto Rico,75,163,74,156,99,96,119867147,50526884,1227167,95477,1/1/17,
44,1,Rhode Island,23,52,23,46,100,88,15089584,4944499,31270,2248,1/1/17,
45,4,South Carolina,165,240,161,231,98,96,119997135,339105274,7685225,46978,1/1/17,
46,8,South Dakota,23,243,23,219,100,90,16563650,43652040,6033,17525,1/1/17,
47,4,Tennessee,162,996,161,760,99,76,1476794394,537757497,479046,50828,1/1/17,
48,6,Texas,732,2462,689,1992,94,81,19607127529,3017820511,1283528,713396,1/1/17,
49,8,Utah,43,141,41,86,95,61,6510447662,917611726,364587,5704,1/1/17,
50,1,Vermont,34,223,34,131,100,59,47134221,2937098,13844,2854,1/1/17,
51,2,Virgin Islands,7,62,7,53,100,85,27713650,76420790,2103,704,1/1/17,
52,3,Virginia,153,942,140,888,92,94,341911599,4772420204,109380,51846,1/1/17,
53,10,Washington,76,367,66,231,87,63,19553707,8484084,11519,7366,1/1/17,
54,3,West Virginia,89,1963,87,1727,98,88,2072738435,1651189819,1278406,207897,1/1/17,
55,5,Wisconsin,128,1146,127,614,99,54,173082874,29977287,37993,5857,1/1/17,
56,8,Wyoming,24,821,24,769,100,94,29744660,2384469687,1542,697237508,1/1/17,
0,4,Alabama,177,1232,175,1101,99,89,1619069407,670045593,364623,2822565,1/1/18,
1,10,Alaska,41,46,36,33,88,72,72540688,7722860,45058,411,1/1/18,
2,9,American Samoa,4,2,4,1,100,50,8028447,16019,807,1,1/1/18,
3,9,Arizona,74,100,66,96,89,96,792208660,14802602,879396,5997,1/1/18,
4,6,Arkansas,114,685,114,681,100,99,506764605,295068471,395724,18647,1/1/18,
5,9,California,246,225,230,203,93,90,3322051969,439344811,66704386,2.5889E+13,1/1/18,
6,8,Colorado,125,449,119,285,95,63,409088114,345711489,314123,10458,1/1/18,
7,1,Connecticut,86,65,86,64,100,98,41813250,54747831,830624,2584,1/1/18,
8,3,Delaware,18,32,17,28,94,88,9739342,315190,450768,733,1/1/18,
9,3,District Of Columbia,4,7,4,5,100,71,11638752,33442,4333,22,1/1/18,
10,4,Florida,407,276,172,239,42,87,3216596322,199989130,530026,292634,1/1/18,
11,4,Georgia,205,581,195,490,95,84,215633985,16086961,657748,11144,1/1/18,
12,9,Guam,4,13,4,12,100,92,5058391,2512750,1597,6444,1/1/18,
13,6,Gulf Of Mexico,,1,,0,,0,,,,,1/1/18,
14,9,Hawaii,18,349,17,44,94,13,51982510,7092311,897090,38323,1/1/18,
15,10,Idaho,39,127,38,110,97,87,100790719,3194637,10161,2372,1/1/18,
16,5,Illinois,270,1259,269,1181,100,94,795641820,594060296,2637882,184359,1/1/18,
17,5,Indiana,194,11799,194,1191,100,10,1679181262,190354548,698291,24220,1/1/18,
18,7,Iowa,141,1488,139,1167,99,78,97149172,169225404,78561,4046057,1/1/18,
19,7,Kansas,64,1325,62,685,97,52,193200651,56903393,59508,8459,1/1/18,
20,4,Kentucky,138,1416,136,1378,99,97,512220876,375974457,2178312,157140,1/1/18,
21,6,Louisiana,241,1055,240,1009,100,96,45468210157,2489833662,1966586,154002,1/1/18,
22,1,Maine,74,332,70,189,95,57,86243408,1330853,14901,2175,1/1/18,
23,9,Mariana Islands,2,3,2,2,100,67,711265,298,0,2,1/1/18,
24,3,Maryland,94,409,81,366,86,89,56202882,78172816,874591,46352,1/1/18,
25,1,Massachusetts,123,106,118,98,96,92,2786859527,482806533,774863,39668,1/1/18,
26,5,Michigan,203,443,192,351,95,79,942517214,466686953,569136,1717712858,1/1/18,
27,5,Minnesota,102,638,100,231,98,36,2504102563,56399464,155157,931,1/1/18,
28,4,Mississippi,92,1154,92,1090,100,94,47478696,160532628,33687,33046,1/1/18,
29,7,Missouri,178,2626,178,2268,100,86,547914571,15147718184,2065727,21371808,1/1/18,
30,8,Montana,33,158,33,146,100,92,118710208,51672089,11761,84043,1/1/18,
31,7,Nebraska,51,635,50,559,98,88,349450435,860650743,33863,172470,1/1/18,
32,9,Nevada,14,90,10,73,71,81,570731977,105927642,10413,9448,1/1/18,
33,1,New Hampshire,48,33,48,33,100,100,180540427,777428,19666,771,1/1/18,
34,2,New Jersey,133,351,132,318,99,91,331136756,18588670,241001,8562,1/1/18,
35,6,New Mexico,34,88,32,84,94,95,33396799,7462757,33065045,452,1/1/18,
36,2,New York,319,1275,314,1061,98,83,1106529618,271869913,1957921,61622,1/1/18,
37,4,North Carolina,226,1203,217,891,96,74,177463937,52648509163,54688,1151547,1/1/18,
38,8,North Dakota,24,84,24,80,100,95,142131607,71300488,114639,6265,1/1/18,
39,5,Ohio,290,3083,289,3003,100,97,14100819697,1602978786,490871,96223,1/1/18,
40,6,Oklahoma,105,369,103,368,98,100,384340897,865240340,178009,31961,1/1/18,
41,10,Oregon,73,280,65,169,89,60,135263687,5829365,21972,2248,1/1/18,
42,3,Pennsylvania,404,5802,398,3040,99,52,3741815209,8452484422,81466561579,41238745,1/1/18,
43,2,Puerto Rico,72,152,70,148,97,97,837211814,264604386,225582,19881,1/1/18,
44,1,Rhode Island,23,49,23,42,100,86,18557471,4934630,47143,1906,1/1/18,
45,4,South Carolina,165,258,161,227,98,88,144576471,4059047,1606538044,6297,1/1/18,
46,8,South Dakota,23,234,23,210,100,90,23811549,28585986,6348,3267,1/1/18,
47,4,Tennessee,163,979,162,758,99,77,1114971856,291210348,463703,132672,1/1/18,
48,6,Texas,733,2506,690,2017,94,80,21563346054,4658901733,1708129,893526,1/1/18,
49,8,Utah,43,163,41,85,95,52,388316931,171839311,204646,6535,1/1/18,
50,1,Vermont,34,248,34,135,100,54,12155420,1106675,14910,2496,1/1/18,
51,2,Virgin Islands,7,62,7,52,100,84,12064159,18833045,1229,873080,1/1/18,
52,3,Virginia,154,988,141,917,92,93,316084603,155952058,111263,8433,1/1/18,
53,10,Washington,76,365,64,228,84,62,11596288,3580196,9362,2348,1/1/18,
54,3,West Virginia,88,1954,86,1712,98,88,1456452524,1511658401,2522971,1700741,1/1/18,
55,5,Wisconsin,126,1150,125,628,99,55,204475237,59204045,80392,24726,1/1/18,
56,8,Wyoming,24,769,24,707,100,92,56003015,661726082,7155,76225218,1/1/18,
0,4,Alabama,176,1194,175,1061,99,89,1969318838,490619811,196648,970638,1/1/19,
1,10,Alaska,41,46,36,34,88,74,74511203,6256476,54302,231,1/1/19,
2,9,American Samoa,4,2,4,1,100,50,6375323,13296,518,13,1/1/19,
3,9,Arizona,73,100,65,97,89,97,839528339,22157785,152305,1573,1/1/19,
4,6,Arkansas,114,694,114,690,100,99,472911099,47483011,227671,68368,1/1/19,
5,9,California,243,209,228,191,94,91,3983657918,3583541524,99570199,1.50E+17,1/1/19,
6,8,Colorado,125,439,119,285,95,65,510753234,358203271,56869,11895,1/1/19,
7,1,Connecticut,86,65,86,64,100,98,40317691,63414983,745020,6250,1/1/19,
8,3,Delaware,17,31,16,27,94,87,8006208,383394,382091,990,1/1/19,
9,3,District Of Columbia,4,7,4,5,100,71,10834924,82432,16906,195,1/1/19,
10,4,Florida,405,271,171,236,42,87,322665266,238226724,556864,916770,1/1/19,
11,4,Georgia,204,557,195,475,96,85,313528821,10958161,118566,10177,1/1/19,
12,9,Guam,4,14,4,12,100,86,5589475,3741807,3457,5097,1/1/19,
13,6,Gulf Of Mexico,,1,,0,,0,,,,,1/1/19,
14,9,Hawaii,18,235,17,35,94,15,75135901,865799,232422,2447,1/1/19,
15,10,Idaho,39,127,38,109,97,86,103619835,3406702,13756,2053,1/1/19,
16,5,Illinois,269,1246,269,1164,100,93,908113132,198687550,1247657,189263,1/1/19,
17,5,Indiana,194,12633,194,1292,100,10,1417766488,243096604,1031991,13231,1/1/19,
18,7,Iowa,141,1471,137,1149,97,78,82009472,222505171,43845,85343,1/1/19,
19,7,Kansas,63,1330,61,687,97,52,187412732,69850014,135439,5350,1/1/19,
20,4,Kentucky,138,1328,136,1297,99,98,580491262,136898391,2090243,239325,1/1/19,
21,6,Louisiana,241,1031,241,1003,100,97,1.18114E+11,2065542213,14311005,101455,1/1/19,
22,1,Maine,74,336,70,190,95,57,86442786,1225367,14372,1811,1/1/19,
23,9,Mariana Islands,2,3,2,2,100,67,991456,5180,0,5,1/1/19,
24,3,Maryland,94,397,81,351,86,88,35902649,74227850,774894,101321,1/1/19,
25,1,Massachusetts,121,105,117,97,97,92,2375439925,11137505,354786,17877,1/1/19,
26,5,Michigan,199,474,191,356,96,75,968342156,627526845,480773,210762,1/1/19,
27,5,Minnesota,102,598,100,249,98,42,2377241667,102195673,149905,12776,1/1/19,
28,4,Mississippi,91,1142,91,1075,100,94,48184226,158671610,45288,81161,1/1/19,
29,7,Missouri,178,2706,178,2226,100,82,664451470,17295770342,1114890,16374849,1/1/19,
30,8,Montana,33,153,33,139,100,91,131554967,39624259,22622,2808,1/1/19,
31,7,Nebraska,51,633,50,551,98,87,279587403,1694017821,26601,193061,1/1/19,
32,9,Nevada,14,84,10,67,71,80,568300343,109012847,9167,15281,1/1/19,
33,1,New Hampshire,48,34,48,34,100,100,146588102,785048,17204,819,1/1/19,
34,2,New Jersey,133,347,132,315,99,91,363491075,18911242,169511,1042,1/1/19,
35,6,New Mexico,33,88,33,85,100,97,144494938,7937716,18440679,460,1/1/19,
36,2,New York,319,1283,315,1063,99,83,1088696475,297153013,1856314,110245,1/1/19,
37,4,North Carolina,226,1199,217,885,96,74,244137269,6564458076,54692,137976,1/1/19,
38,8,North Dakota,24,86,24,83,100,97,160598878,34383587,56301,46524,1/1/19,
39,5,Ohio,289,3071,288,2989,100,97,8730352856,6455489184,377308,260152,1/1/19,
40,6,Oklahoma,106,363,104,362,98,100,413704413,1218982683,190672,20998,1/1/19,
41,10,Oregon,73,284,65,224,89,79,130928387,15277960,23638,6554,1/1/19,
42,3,Pennsylvania,402,6158,397,3222,99,52,2989392274,4362394840,3417694,67617995225,1/1/19,
43,2,Puerto Rico,70,147,70,143,100,97,2216953419,16171445,174421,24388,1/1/19,
44,1,Rhode Island,23,49,23,42,100,86,15565876,8641535,29325,2098,1/1/19,
45,4,South Carolina,164,301,160,225,98,75,160411566,4449967,9752714885,590997,1/1/19,
46,8,South Dakota,23,236,23,214,100,91,21370239,33605839,8878,3176,1/1/19,
47,4,Tennessee,163,955,162,753,99,79,1305642861,125990210,435988,161356,1/1/19,
48,6,Texas,731,2554,690,2034,94,80,5538174977,3633256845,1125097,782028,1/1/19,
49,8,Utah,43,191,41,85,95,45,400949696,128426436,96400775,5173,1/1/19,
50,1,Vermont,34,269,34,144,100,54,25980920,1034051,13826,2817,1/1/19,
51,2,Virgin Islands,7,63,7,54,100,86,49205380,129869265,19517,3219,1/1/19,
52,3,Virginia,153,1021,140,928,92,91,389882188,331137769,298765,10288,1/1/19,
53,10,Washington,76,372,62,229,82,62,2162493,1311026,977,574,1/1/19,
54,3,West Virginia,88,1943,86,1689,98,87,1149433995,1430245238,4076297,308309,1/1/19,
55,5,Wisconsin,126,1148,125,632,99,55,187174147,57908240,31921,4772,1/1/19,
56,8,Wyoming,24,707,24,641,100,91,33639908601,795454823,5781892,18037881,1/1/19,
0,4,Alabama,176,1187,175,1050,99,88,3256236262,479628994,228965,245288,1/1/20,
1,10,Alaska,41,47,37,35,90,74,92640431,1346739,26695,2552,1/1/20,
2,9,American Samoa,4,2,4,1,100,50,5093994,26042,262,14,1/1/20,
3,9,Arizona,73,97,65,94,89,97,976727232,23899874,439697438,1676,1/1/20,
4,6,Arkansas,114,688,114,685,100,100,430972247,259447020,430977,45730,1/1/20,
5,9,California,238,207,224,189,94,91,2986024251,91429573,53133494787,2.21608E+11,1/1/20,
6,8,Colorado,125,437,119,283,95,65,399046375,268012127,56295,12809,1/1/20,
7,1,Connecticut,86,64,86,63,100,98,137809960,58938178,1613981,2211,1/1/20,
8,3,Delaware,17,31,16,27,94,87,8802130,255376,316111,1211,1/1/20,
9,3,District Of Columbia,4,7,4,5,100,71,9228955,22155947,3986,68,1/1/20,
10,4,Florida,404,269,170,236,42,88,280221761,194148280,528961,167896,1/1/20,
11,4,Georgia,206,534,197,454,96,85,214408119,30815016489,375863,9218,1/1/20,
12,9,Guam,4,10,4,8,100,80,4458309,1804648,1279,6602,1/1/20,
13,6,Gulf Of Mexico,,1,,0,,0,,,,,1/1/20,
14,4,Gulf Of Mexico East,,1,,0,,0,,,,,1/1/20,
15,9,Hawaii,18,186,17,28,94,15,56451343,7668725,259149,467884921,1/1/20,
16,10,Idaho,39,129,38,109,97,84,103669426,3891149,15242,2113,1/1/20,
17,5,Illinois,268,1251,268,1172,100,94,650258769,439175565,805143,251188,1/1/20,
18,5,Indiana,193,12461,193,1374,100,11,1141478234,90427967,1120749,25491,1/1/20,
19,7,Iowa,140,1461,136,1150,97,79,122878205,64408766,26355,6518,1/1/20,
20,7,Kansas,63,1320,60,687,95,52,202508487,58912100,55956,2524,1/1/20,
21,4,Kentucky,139,1284,137,1255,99,98,459779207,246992459,355828,53862,1/1/20,
22,6,Louisiana,243,1031,243,1014,100,98,5149560770,1191129043,1493580,166069831,1/1/20,
23,1,Maine,74,333,70,190,95,57,84737667,1125537,10638,1717,1/1/20,
24,9,Mariana Islands,2,3,2,2,100,67,463786,62,85,1,1/1/20,
25,3,Maryland,93,387,81,347,87,90,43495235,72833256,561755,16767,1/1/20,
26,1,Massachusetts,120,102,116,93,97,91,1111542848,139391206,2434821,16949,1/1/20,
27,5,Michigan,197,510,189,354,96,69,810495614,773699466,307821,218794,1/1/20,
28,5,Minnesota,102,592,99,271,97,46,2090708784,125866260,237995,9819,1/1/20,
29,4,Mississippi,91,1107,91,1044,100,94,62416103,324661950,62142,45420,1/1/20,
30,7,Missouri,178,2681,178,2114,100,79,512230720,12354947072,970953,12712292,1/1/20,
31,8,Montana,33,152,32,137,97,90,84961293,28097433,11284,6656,1/1/20,
32,7,Nebraska,51,640,50,548,98,86,221039810,21927834479,29304,305965,1/1/20,
33,9,Nevada,14,80,10,65,71,81,583059150,99713986,10187,15292,1/1/20,
34,1,New Hampshire,48,34,48,34,100,100,159216314,683340,16071,803,1/1/20,
35,2,New Jersey,133,347,132,312,99,90,314372536,19130130,134893,1793,1/1/20,
36,6,New Mexico,33,83,33,81,100,98,139300654,7985009,28506746,788,1/1/20,
37,2,New York,316,1297,312,1067,99,82,898924164,38777136318,1453216,662597,1/1/20,
38,4,North Carolina,226,1175,217,860,96,73,285382554,3357188891,49528,105678,1/1/20,
39,8,North Dakota,24,89,24,85,100,96,162954076,59831964,361532,25503,1/1/20,
40,5,Ohio,288,3059,287,2984,100,98,4229543771,959857360,286344,61878,1/1/20,
41,6,Oklahoma,106,359,104,357,98,99,327509025,840089594,172671,17701,1/1/20,
42,10,Oregon,73,280,65,240,89,86,134604544,11550502,62087,9021,1/1/20,
43,3,Pennsylvania,400,6441,395,3352,99,52,7793855952,6704807732,2914423,1316367,1/1/20,
44,2,Puerto Rico,67,140,67,138,100,99,3556791799,173695079,230194,5232,1/1/20,
45,1,Rhode Island,23,48,23,41,100,85,13212077,5930732,16393,2388,1/1/20,
46,4,South Carolina,164,357,159,221,97,62,201539981,4023668,4622654,728538,1/1/20,
47,8,South Dakota,23,233,23,204,100,88,26402056,52374583,6844,2808,1/1/20,
48,4,Tennessee,162,943,161,746,99,79,1482412569,177868577,578034,104020,1/1/20,
49,6,Texas,730,2600,690,2054,95,79,6462367328,1190841529,911296,19879743,1/1/20,
50,8,Utah,42,178,40,87,95,49,475141639,110284459,36852291,11836,1/1/20,
51,1,Vermont,34,277,34,143,100,52,11139279,893787,10947,2265,1/1/20,
52,2,Virgin Islands,7,57,7,53,100,93,24973779,40304093,13603,3329,1/1/20,
53,3,Virginia,154,1033,141,932,92,90,1095971454,183935697,91074,9119,1/1/20,
54,10,Washington,76,368,57,210,75,57,580408,2184538,148,443,1/1/20,
55,3,West Virginia,87,1942,86,1690,99,87,908681292,1388316713,1315701,1678747,1/1/20,
56,5,Wisconsin,126,1158,125,633,99,55,152344518,48858528,21782,10247,1/1/20,
57,8,Wyoming,24,652,24,583,100,89,18662126231,853950405,3991992,15814791,1/1/20,
0,4,Alabama,176,1177,175,1023,99,87,2249159428,496859145,318519,302512,1/1/21,
